Epoch 1/30, Loss: 8.274901
Epoch 2/30, Loss: 3.736582
Epoch 3/30, Loss: 2.941197
Epoch 4/30, Loss: 2.322236
Epoch 5/30, Loss: 1.793950
Epoch 6/30, Loss: 1.493980
Epoch 7/30, Loss: 1.326481
Epoch 8/30, Loss: 1.219893
Epoch 9/30, Loss: 1.120596
Epoch 10/30, Loss: 1.007530
Epoch 11/30, Loss: 0.925894
Epoch 12/30, Loss: 0.843337
Epoch 13/30, Loss: 0.776257
Epoch 14/30, Loss: 0.708521
Epoch 15/30, Loss: 0.654954
Epoch 16/30, Loss: 0.598819
Epoch 17/30, Loss: 0.552727
Epoch 18/30, Loss: 0.504260
Epoch 19/30, Loss: 0.463218
Epoch 20/30, Loss: 0.419281
Epoch 21/30, Loss: 0.377890
Epoch 22/30, Loss: 0.342938
Epoch 23/30, Loss: 0.310362
Epoch 24/30, Loss: 0.280854
Epoch 25/30, Loss: 0.253826
Epoch 26/30, Loss: 0.232380
Epoch 27/30, Loss: 0.214877
Epoch 28/30, Loss: 0.201825
Epoch 29/30, Loss: 0.193150
Epoch 30/30, Loss: 0.188897
